,Factor1
TCGA-OL-A5D8-01,-2.558106391812386
TCGA-3M-AB47-01,0.9866334433309739
TCGA-EY-A547-01,-0.017294271158604508
TCGA-DB-A4XH-01,-3.127400641902931
TCGA-HT-7485-01,-2.0576858565505343
TCGA-VW-A7QS-01,-2.494322722169148
TCGA-66-2742-01,3.3159652019779067
TCGA-FJ-A3ZE-01,5.488807483645957
TCGA-EJ-7783-01,-2.506692283212143
TCGA-06-0211-01,-1.7452819025469732
TCGA-A3-3376-01,-2.1980274194695752
TCGA-OL-A5D7-01,-1.2906303579313072
TCGA-FV-A3R3-01,-2.174454674553463
TCGA-VV-A86M-01,-2.8774911271792734
TCGA-D7-6522-01,-1.5313801609109905
TCGA-73-4659-01,2.033867447079298
TCGA-CZ-5986-01,-2.376191647569514
TCGA-2L-AAQE-01,-2.0972216689509184
TCGA-CG-4449-01,-0.521668262522239
TCGA-VS-A9UP-01,0.07849419723483698
TCGA-NF-A4X2-01,-0.5145428944618163
TCGA-ET-A3BN-01,-3.4561709218932606
TCGA-E1-A7YV-01,-0.5264518164461587
TCGA-CA-5254-01,2.813171707433034
TCGA-WC-AA9A-01,-3.2634938713889423
TCGA-A2-A1FW-01,-1.2009450741746945
TCGA-EJ-5507-01,-2.4915149367026417
TCGA-HT-7468-01,-2.5718042337657447
TCGA-ZF-A9RM-01,-0.463793992548004
TCGA-56-8304-01,5.605984979574364
TCGA-G7-A8LD-01,-1.6548359478228674
TCGA-AD-A5EK-01,-0.6855726525612683
TCGA-G5-6235-01,2.037054376814881
TCGA-37-4130-01,25.920207211673826
TCGA-91-A4BC-01,9.955841859768055
TCGA-O8-A75V-01,-2.0806598922274966
TCGA-CK-6746-01,12.620866285418405
TCGA-Z4-A9VC-01,-2.0700152573460926
TCGA-02-2483-01,-2.5962766475452854
TCGA-FP-7829-01,3.067858026985652
TCGA-CA-6718-01,44.13615946844093
TCGA-HT-7677-01,-2.955559987063789
TCGA-AJ-A3TW-01,-0.013999560169226618
TCGA-YS-AA4M-01,-3.267765465939916
TCGA-UY-A78L-01,2.8115993805430195
TCGA-ZB-A962-01,-3.26956494577976
TCGA-VQ-A8E2-01,-0.6829143444924313
TCGA-W5-AA2G-01,-2.336123940584448
TCGA-DE-A3KN-01,-2.888864718689409
TCGA-IM-A420-01,-3.3869082808926256
TCGA-A4-A7UZ-01,-3.0861481513766917
TCGA-B0-5121-01,-3.0400559508913605
TCGA-C5-A1BF-01,-1.0821346446097337
TCGA-EM-A4FV-01,-3.1733545174341766
TCGA-CR-6474-01,-0.7802394269312091
TCGA-AY-5543-01,0.7417901350872175
TCGA-EJ-5504-01,-3.4561709218932606
TCGA-97-8547-01,-0.6544065828977884
TCGA-MI-A75H-01,1.8219367850188741
TCGA-85-A4JC-01,4.035476192254038
TCGA-DJ-A3US-01,-3.4561709218932606
TCGA-97-8175-01,-2.566057248813482
TCGA-BR-8297-01,8.147478908817238
TCGA-CG-5732-01,-2.0721461530444722
TCGA-76-4931-01,-1.0015938618204425
TCGA-BH-A0BF-01,-1.46101390544139
TCGA-AR-A5QN-01,-2.959932852443142
TCGA-DK-A2I1-01,1.0855036740377904
TCGA-DU-A5TY-01,-2.9874481646896562
TCGA-HT-8109-01,-2.9319887525028054
TCGA-QT-A7U0-01,-3.4561709218932606
TCGA-CD-A4MI-01,14.051059896341014
TCGA-ZB-A961-01,-3.111946772009988
TCGA-EX-A69M-01,-2.7667472323188136
TCGA-2A-A8VT-01,-1.800735320747216
TCGA-F4-6807-01,2.13621845167037
TCGA-W5-AA39-01,2.8850954054513607
TCGA-EM-A3FK-01,-3.1908841096165115
TCGA-NI-A8LF-01,0.226526964070527
TCGA-34-5239-01,5.00130123138231
TCGA-S8-A6BW-01,-0.38447458007128893
TCGA-EJ-5512-01,-3.270459395219408
TCGA-EA-A5ZD-01,-2.6294369652324567
TCGA-CV-7410-01,-1.396310988038612
TCGA-EM-A1YB-01,-2.5386167457533717
TCGA-66-2757-01,3.8910286401088157
TCGA-DD-AADG-01,-0.4628361778767891
TCGA-63-5128-01,7.160420637138325
TCGA-CK-5915-01,-1.6273585920675337
TCGA-85-A4QR-01,1.2138800991085128
TCGA-E2-A14T-01,-1.7751938687239255
TCGA-90-7767-01,-0.4637654369156716
TCGA-A6-3810-01,2.660638258328815
TCGA-92-7341-01,1.5216639042942288
TCGA-VQ-A91A-01,3.290293954847231
TCGA-E9-A295-01,-0.6605484431437514
TCGA-B9-A69E-01,-1.2896183008223379
TCGA-BB-A6UO-01,-1.1020257142758272
TCGA-86-8075-01,-2.4889642730739263
TCGA-HT-7479-01,-2.8354606831443077
TCGA-PR-A5PF-01,-2.9318921356853127
TCGA-BR-8486-01,-0.6654971185164101
TCGA-FD-A62S-01,1.2804095477940516
TCGA-S6-A8JX-01,-3.2198970079306797
TCGA-B8-5159-01,-2.4634792413140496
TCGA-DJ-A4UR-01,-2.7757331119537243
TCGA-XF-AAMZ-01,0.5000357774061278
TCGA-55-6985-01,9.868944100575595
TCGA-SP-A6QD-01,-3.2767451199226127
TCGA-5P-A9KC-01,-2.6436695343776444
TCGA-EW-A1P4-01,-0.45298633276939093
TCGA-DJ-A2Q9-01,-3.267475180696365
TCGA-FD-A3SM-01,-0.13916269253150446
TCGA-55-A48X-01,3.302878258071762
TCGA-A6-6781-01,19.4280477666088
TCGA-N5-A4RO-01,0.1613798828136794
TCGA-DD-AADR-01,-0.914179061024377
TCGA-NK-A5CX-01,3.6003543336799204
TCGA-B4-5843-01,-2.9665169402137206
TCGA-DX-A6YS-01,-1.6993303215059774
TCGA-22-4609-01,2.879739076031494
TCGA-EJ-7115-01,-3.0977556297911897
TCGA-JX-A3Q0-01,10.103534792830084
TCGA-43-6771-01,1.3897016687644417
TCGA-3A-A9IJ-01,-3.1144414019198288
TCGA-YL-A8SH-01,-2.656605952613367
TCGA-BJ-A0ZE-01,-3.392304774113902
TCGA-A2-A0T4-01,-2.561715233493983
TCGA-BI-A0VS-01,-1.5246444465972184
TCGA-BH-A0W3-01,-3.0986448785273595
TCGA-CG-4306-01,13.692968598250708
TCGA-VN-A88M-01,-3.048336209587336
TCGA-VS-A8EJ-01,-0.47143310415129497
TCGA-BH-A42U-01,-2.8867629711874376
TCGA-PJ-A5Z9-01,-0.7812894869894548
TCGA-DD-AAE1-01,-2.7823814862580645
TCGA-B8-A7U6-01,-0.8469666765201083
TCGA-DF-A2KR-01,-0.7293253802659808
TCGA-VQ-A91X-01,4.561788200048417
TCGA-BH-A0BQ-01,-2.515463625373441
TCGA-IG-A97I-01,2.1303328899779705
TCGA-HZ-A49G-01,-1.3078475023124772
TCGA-XK-AAK1-01,-1.6746563937329029
TCGA-XU-A92X-01,-3.4561709218932606
TCGA-EW-A1IX-01,-2.5941348989580897
TCGA-DB-5275-01,-2.2052839156434008
TCGA-GL-7773-01,-1.913363853352954
TCGA-MI-A75G-01,1.1880283707891195
TCGA-NH-A50U-01,-1.2041939367421182
TCGA-DR-A0ZL-01,-1.3321890641877328
TCGA-CV-A463-01,2.53150469210953
TCGA-GM-A5PV-01,-2.8612605627468657
TCGA-B6-A401-01,-2.8474588513075867
TCGA-YU-A90P-01,-2.8637298224115586
TCGA-WC-AA9E-01,-2.5416431314097476
TCGA-AU-3779-01,1.3802321559794917
TCGA-ET-A3DV-01,-3.4561709218932606
TCGA-C8-A1HG-01,-2.3007037948496585
TCGA-QR-A6GR-01,-3.173508896085222
TCGA-YL-A9WX-01,-3.040127156520931
TCGA-R6-A6L4-01,0.5479462069015684
TCGA-SX-A71R-01,-2.6597346798371775
TCGA-DM-A1D4-01,3.069753020526686
TCGA-56-A49D-01,5.145313990072173
TCGA-LN-A8I0-01,-2.6708461265952934
TCGA-CC-A7IF-01,-0.18015965403387638
TCGA-TM-A7C4-01,-1.3207733817897125
TCGA-MT-A67D-01,-1.2518012475087148
TCGA-J4-A6G3-01,-3.1563669363542775
TCGA-3B-A9HL-01,-1.7627948595588594
TCGA-27-2523-01,-1.5359440626620506
TCGA-E7-A85H-01,3.797306075045163
TCGA-G4-6304-01,14.813953769888322
TCGA-CV-7424-01,2.6578042440093017
TCGA-HD-7229-01,0.11762448204460482
TCGA-44-2657-01,7.864076126533539
TCGA-DX-AB2F-01,-3.317138737566273
TCGA-95-7562-01,8.906349094864968
TCGA-CV-7100-01,-3.309624421280854
TCGA-DD-A3A5-01,-2.060820682909974
TCGA-55-7725-01,-0.45445186410709
TCGA-EM-A3AO-01,-3.2230492390343386
TCGA-AF-2693-01,0.5426246198805412
TCGA-A2-A0CS-01,-2.4324787400866206
TCGA-2Z-A9JP-01,-2.7649421404773222
TCGA-OR-A5L6-01,-0.7511924664946511
TCGA-A1-A0SG-01,-2.7765455320295174
TCGA-GJ-A3OU-01,-1.916506887116288
TCGA-J4-A67N-01,-3.4561709218932606
TCGA-MA-AA41-01,6.502726286037674
TCGA-GS-A9TX-01,-2.227334818380333
TCGA-KS-A4IB-01,-3.089140215485606
TCGA-LN-A5U5-01,-2.26876584898838
TCGA-HC-7820-01,-2.481348250214498
TCGA-B0-5402-01,-2.703602752777574
TCGA-22-5474-01,-1.5142097237263712
TCGA-A4-8517-01,-1.9354814353764351
TCGA-LN-A49R-01,0.7814489588843972
TCGA-FA-A6HO-01,-2.4134273588053965
TCGA-CA-6717-01,79.91527995183023
TCGA-WX-AA47-01,-2.9565571276688813
TCGA-AJ-A5DV-01,-0.5197918635183001
TCGA-ZG-A9NI-01,-0.9476690983852928
TCGA-DX-A3LU-01,-2.69346027942733
TCGA-OR-A5JW-01,-3.0100048372017723
TCGA-ZB-A965-01,-2.027864698811976
TCGA-E7-A678-01,-1.5045674390933483
TCGA-69-A59K-01,8.170069868437942
TCGA-EM-A3SZ-01,-2.6607144964183784
TCGA-E2-A1BD-01,-3.0996149101137873
TCGA-E2-A14Z-01,-2.396060232686829
TCGA-EA-A3HQ-01,-0.9964915358700625
TCGA-XE-AAOL-01,-3.2198970079306797
TCGA-UF-A718-01,-2.1222874073212235
TCGA-70-6723-01,-0.6549962651130314
TCGA-2J-AAB8-01,-1.4340531791750173
TCGA-DV-A4VZ-01,-2.511959996752909
TCGA-V4-A9F2-01,-3.4561709218932606
TCGA-B8-5553-01,-2.507394689253044
TCGA-A2-A04R-01,-1.601864449295029
TCGA-CC-A7IJ-01,1.1186480113746333
TCGA-05-5715-01,-0.8507941302952572
TCGA-55-A492-01,3.543505917573252
TCGA-KO-8403-01,-2.466825446813983
TCGA-96-8170-01,4.240778547941365
TCGA-A4-7286-01,-3.08502227801799
TCGA-D1-A3DH-01,-0.2824832841658149
TCGA-DM-A1D0-01,-0.02529161534925925
TCGA-MB-A5YA-01,-2.348876247675652
TCGA-A7-A425-01,-3.4561709218932606
TCGA-E9-A1RF-01,0.13416975950006832
TCGA-V1-A9OT-01,-3.1707973409290413
TCGA-2G-AAEW-01,-3.392304774113902
TCGA-BR-A4IU-01,-2.482538217693807
TCGA-LP-A5U2-01,-0.3831216056060352
TCGA-DI-A1C3-01,-2.5767816685678326
TCGA-UZ-A9PK-01,-2.366469614901362
TCGA-27-1837-01,-2.6323961106850775
TCGA-3Z-A93Z-01,-2.1882029094872673
TCGA-BT-A20X-01,-0.2980898532842489
TCGA-DH-A7UU-01,-2.0074510911341297
TCGA-06-0744-01,-0.8401936273599476
TCGA-HT-A4DV-01,-2.899726409389717
TCGA-CF-A9FH-01,-2.246304303607164
TCGA-EA-A43B-01,0.4534002494993667
TCGA-D8-A1JU-01,-2.954051337109301
TCGA-FG-8186-01,-3.3412339048745925
TCGA-EQ-8122-01,2.1501707602294386
TCGA-LN-A49V-01,-1.3168646087439806
TCGA-US-A774-01,-2.795515084864943
TCGA-FG-A4MT-01,-0.34776544384878694
TCGA-G3-AAV2-01,-0.8090405386844973
TCGA-2Z-A9JL-01,-1.6617636788736276
TCGA-78-7145-01,1.3301157363074314
TCGA-63-A5MY-01,1.10785695770752
TCGA-CV-7091-01,0.7285836603121333
TCGA-BA-A6DE-01,-0.841199393062101
TCGA-VF-A8AC-01,-3.392304774113902
TCGA-FI-A2EY-01,-1.6389353733448038
TCGA-B5-A5OE-01,-1.4199391469508882
TCGA-AR-A1AH-01,-0.2242215582153904
TCGA-KK-A6E4-01,-1.5435161843215628
TCGA-86-8278-01,0.2816481990707518
TCGA-2L-AAQL-01,-1.5112557448332147
TCGA-BC-A3KF-01,-0.9732574261843527
TCGA-A4-A6HP-01,-1.8874029224311113
TCGA-BR-4368-01,15.879383633065373
TCGA-E1-5305-01,-2.5357287031120754
TCGA-E9-A3QA-01,-2.5206038552076118
TCGA-FD-A3N6-01,-0.00401770806737096
TCGA-RW-A7D0-01,-3.1050789690360157
TCGA-IR-A3LI-01,3.6177130418741026
TCGA-63-A5M9-01,-1.5160165358118634
TCGA-NC-A5HR-01,5.9925988928136515
TCGA-VS-A8EI-01,1.6380029567826073
TCGA-BH-A1EY-01,-1.595462775243323
TCGA-B4-5844-01,-2.000907394053889
TCGA-LN-A49Y-01,3.5589265892335913
TCGA-DX-A23V-01,-3.223791104095672
TCGA-DD-AAC8-01,8.705477081331232
TCGA-EY-A3L3-01,-1.154662156519162
TCGA-E2-A574-01,-0.2871789646161986
TCGA-D8-A1JB-01,-2.5217933729222
TCGA-FX-A3NK-01,-2.17654399554199
TCGA-FP-A9TM-01,0.2892631978174491
TCGA-CG-4437-01,7.345061539788023
TCGA-D8-A27P-01,-2.608257089057865
TCGA-2G-AAF8-01,-3.2996874426371914
TCGA-VQ-A8PQ-01,-3.1452436892206133
TCGA-E9-A5FL-01,-0.21405206462613285
TCGA-LL-A5YM-01,-2.9371460539803906
TCGA-MN-A4N5-01,10.412978000112854
TCGA-BH-A1FC-01,-0.3369633464797864
TCGA-GL-6846-01,-2.9009633138820337
TCGA-X7-A8M6-01,-2.752051701431917
TCGA-CM-6675-01,-1.0121432307744396
TCGA-DJ-A3V7-01,-2.0959776284898233
TCGA-DC-4745-01,-1.1598163884128876
TCGA-CS-5393-01,-1.5876145642609785
TCGA-DU-6395-01,-1.8227099597049723
TCGA-AF-A56K-01,-1.1020225807367534
TCGA-CV-7440-01,2.370325397654491
TCGA-ET-A39T-01,-3.3869082808926256
TCGA-KL-8324-01,-2.4110378950019324
TCGA-WC-A884-01,-3.4561709218932606
TCGA-V5-AASX-01,4.438843259465426
TCGA-CJ-4644-01,0.20087465122579962
TCGA-XX-A89A-01,-0.5470648491251433
TCGA-Z4-AAPG-01,-2.8761969229991715
TCGA-CF-A47T-01,-2.4132012075692413
TCGA-4Z-AA7W-01,5.581589622326242
TCGA-GM-A2DL-01,-1.8827291814707026
TCGA-64-5778-01,9.344289749606963
TCGA-DE-A0XZ-01,-3.3869082808926256
TCGA-AK-3436-01,-1.9778711189023317
TCGA-NC-A5HE-01,2.8643420400898507
TCGA-DQ-7588-01,-0.9573586433606879
TCGA-DB-A64X-01,0.36311913898033704
TCGA-EL-A3ZK-01,-3.4561709218932606
TCGA-C4-A0F6-01,1.4747377707728475
TCGA-68-A59J-01,9.175414428598982
TCGA-BP-4971-01,-2.682413581939672
TCGA-F7-A50J-01,0.1857476971293878
TCGA-A3-A8CQ-01,-3.0141362224344026
TCGA-VQ-A8PF-01,0.5664290050869506
TCGA-4Z-AA7S-01,-1.2835502666389427
TCGA-L5-A8NG-01,0.09792645954493477
TCGA-DD-AADV-01,-1.7260160716347137
TCGA-66-2777-01,0.8938445007704398
TCGA-S9-A7IS-01,-1.3520891460075792
TCGA-J2-8194-01,0.7244360263414
TCGA-2G-AALT-01,-2.7227414316172096
TCGA-J4-A67M-01,-2.2594070061797993
TCGA-2G-AAF4-01,-3.1929001270856148
TCGA-CV-6960-01,2.436030106723809
TCGA-55-A57B-01,-2.4691829373056016
TCGA-85-8355-01,4.867578851704755
TCGA-WQ-A9G7-01,5.19223018359537
TCGA-38-4627-01,-3.1158792455245092
TCGA-AP-A5FX-01,-2.847881647787635
TCGA-D6-6516-01,26.023122631542414
TCGA-ZS-A9CG-01,-1.8023160137142737
TCGA-VT-AB3D-01,-2.584853112285346
TCGA-DC-4749-01,-0.5731349200992895
TCGA-IB-A5ST-01,-3.4561709218932606
TCGA-UY-A78K-01,10.110413595483518
TCGA-AO-A12E-01,-2.4065550197147445
TCGA-77-8130-01,2.712257947478223
TCGA-AR-A24S-01,-0.7301142111161095
TCGA-KL-8339-01,-2.8368373162738907
TCGA-HT-7856-01,-3.145411965384129
TCGA-E2-A15K-01,-3.0019165582640386
TCGA-AJ-A3EL-01,76.36588854229615
TCGA-AO-A12G-01,-2.1198554473687268
TCGA-2G-AAKG-01,-2.5124071054793125
TCGA-4Z-AA87-01,2.1942190166072724
TCGA-VD-AA8T-01,-3.4561709218932606
TCGA-YL-A8SC-01,-2.2498318306369183
TCGA-AX-A3FZ-01,-0.4545407514316205
TCGA-BH-A0HA-01,2.119422810765749
TCGA-CV-7104-01,-0.5532959751472492
TCGA-D6-6823-01,-1.0787813883497566
TCGA-5P-A9JW-01,-2.204067024830774
TCGA-ET-A39M-01,-3.3869082808926256
TCGA-06-0750-01,-3.1158792455245092
TCGA-FY-A3R8-01,-2.850236724911697
TCGA-56-7823-01,3.6514934900765206
TCGA-BP-4770-01,-1.2600268726758992
TCGA-85-8072-01,3.146299935672898
TCGA-DK-A3IN-01,3.732344722576487
TCGA-DD-AAD6-01,-0.9122562796946897
TCGA-CU-A0YO-01,-1.9246674045627488
TCGA-N7-A4Y5-01,-1.072384355038095
TCGA-BQ-7049-01,-2.9113816673778232
TCGA-CV-A45O-01,-1.4629860835394353
TCGA-F5-6571-01,-0.30288072513304637
TCGA-86-7711-01,2.33605534066321
TCGA-TS-A7PB-01,-1.6545462635430597
TCGA-RQ-A6JB-01,-2.0436531607236135
TCGA-FV-A3I0-01,-1.774967847907576
TCGA-05-5423-01,-0.13811283538378888
TCGA-BP-4961-01,-2.961977483843149
TCGA-G3-A3CH-01,-2.821348076461192
TCGA-21-1071-01,2.0128060432093777
TCGA-J8-A3YF-01,-3.1978466777414543
TCGA-LG-A6GG-01,0.866299774658654
TCGA-W8-A86G-01,-3.0793802868594993
TCGA-LN-A4A4-01,0.1256275646745834
TCGA-CN-6989-01,-1.4189223582158044
TCGA-ZF-A9R5-01,0.8309004339240159
TCGA-B0-5102-01,-2.3417585913681873
TCGA-E2-A153-01,-2.620879442023495
TCGA-JY-A6FA-01,-0.5523442045035571
TCGA-WB-A81T-01,-3.2092540509068175
TCGA-32-5222-01,-0.9012300065869477
TCGA-E8-A3X7-01,-2.7939228390639728
TCGA-AR-A24W-01,-3.326196904117899
TCGA-QT-A5XJ-01,-3.2659007072977393
TCGA-BD-A3EP-01,-1.1382789189413367
TCGA-D8-A1JJ-01,-1.347728713619469
TCGA-4G-AAZO-01,-2.111175245363714
TCGA-QN-A5NN-01,-1.8468277557214743
TCGA-DD-AADM-01,1.104313725396057
TCGA-2Z-A9J2-01,-0.5075516678489675
TCGA-CC-5258-01,-0.4046269996269365
TCGA-DX-A48P-01,-2.1548648304343114
TCGA-P3-A6T2-01,-1.674246134943628
TCGA-ZA-A8F6-01,-2.4664113999734067
TCGA-BK-A6W3-01,42.55748742511858
TCGA-FA-A86F-01,-1.1464576892740228
TCGA-EJ-5524-01,-1.3835213816471525
TCGA-BR-8364-01,-2.880206368645149
TCGA-DJ-A1QO-01,-1.5852770420537003
TCGA-77-8008-01,1.6991256987895191
TCGA-CV-7102-01,-0.19781014487528314
TCGA-91-8496-01,-3.269591772438234
TCGA-BR-A453-01,-0.9084687180293824
TCGA-G4-6307-01,0.15970316818749958
TCGA-CN-A498-01,0.927791923239175
TCGA-QH-A6XA-01,-2.9007213677655805
TCGA-DQ-7593-01,-1.0688587022830869
TCGA-DD-A3A6-01,-1.411702993113869
TCGA-E2-A158-01,-0.0046305136514366695
TCGA-HD-A4C1-01,0.138416028732402
TCGA-B5-A0JN-01,-0.013638013474383351
TCGA-UE-A6QT-01,-2.353080075209556
TCGA-BR-4187-01,-2.750344347055737
TCGA-B0-4712-01,-0.9735721061475187
TCGA-P5-A77W-01,-2.8023812459363757
TCGA-B8-5549-01,-2.640092074507216
TCGA-86-8280-01,-2.3911558726547115
TCGA-27-2519-01,-1.8941012977952085
TCGA-EA-A3Y4-01,0.5892342132190784
TCGA-BH-A204-01,-3.0739309320414194
TCGA-ZF-A9R1-01,-0.4173363356088016
TCGA-CF-A47S-01,-3.277417316543767
TCGA-R5-A7O7-01,0.3123340804323458
TCGA-BA-5151-01,-0.49271004028169185
TCGA-FD-A62N-01,0.34505087677467144
TCGA-CS-4942-01,-2.679503530190467
TCGA-B0-4815-01,-2.7821943671032057
TCGA-IQ-A61G-01,0.0488729781357609
TCGA-X7-A8DJ-01,-3.306891123006125
TCGA-QR-A6H5-01,-3.2622029281675853
TCGA-CS-6186-01,-2.0410450062234093
TCGA-EM-A2P3-01,-3.0159328150077642
TCGA-V1-A9O7-01,-2.4206898508313635
TCGA-UB-AA0U-01,-2.264168785683373
TCGA-96-A4JL-01,-1.998474930736276
TCGA-GM-A2DM-01,-2.396778351186116
TCGA-2Z-A9J6-01,-2.4774843821076735
TCGA-BQ-5876-01,0.002857458418941899
TCGA-DU-7008-01,-2.5646914153436207
TCGA-60-2698-01,17.110071929348535
TCGA-FE-A231-01,-3.2176981973634873
TCGA-HT-7688-01,-0.94846110724654
TCGA-G3-A25Y-01,-2.2372911301206773
TCGA-V3-A9ZX-01,-3.4561709218932606
TCGA-EO-A3KX-01,35.022598031776425
TCGA-2G-AALW-01,-3.125709355878755
TCGA-DU-A7T8-01,-2.6675594100670468
TCGA-D8-A27H-01,1.7257526480548706
TCGA-P3-A6T8-01,-0.5684192298683483
TCGA-B0-4698-01,8.371937394318056
TCGA-BR-8591-01,18.967885715745666
TCGA-HU-A4GP-01,3.078726176559399
TCGA-YC-A89H-01,11.557548760934095
TCGA-L5-A88S-01,-0.30917504780507726
TCGA-UC-A7PF-01,5.69327807578508
TCGA-2H-A9GN-01,-1.1275228848072287
TCGA-B0-5096-01,-1.0197706397221014
TCGA-VQ-AA6A-01,0.7384202533420074
TCGA-44-6146-01,-2.433970861664935
TCGA-EL-A4K6-01,-1.8452453796205208
TCGA-GU-A42R-01,-1.096435339518156
TCGA-DU-A6S3-01,-2.710733930866264
TCGA-63-7023-01,2.307001373134729
TCGA-5C-AAPD-01,-2.3530235297864985
TCGA-DB-A64U-01,-3.3557404101164123
TCGA-CF-A47X-01,3.6818065461718983
TCGA-AK-3465-01,-3.024254583721612
TCGA-K7-A6G5-01,-0.6987697689831696
TCGA-DD-A116-01,0.2362478613951801
TCGA-EM-A22L-01,-2.979028043605619
TCGA-AR-A0TZ-01,-2.462340918509373
TCGA-22-4591-01,2.659412504196556
TCGA-DJ-A1QD-01,-3.238331875864404
TCGA-78-7146-01,5.361591692931132
TCGA-L6-A4EQ-01,-3.226967978408551
TCGA-IB-7649-01,-0.811138572032377
TCGA-35-4122-01,3.617164048527038
TCGA-SX-A71U-01,-1.1062105074084885
TCGA-D8-A1XY-01,-2.346627323089464
TCGA-L5-A43I-01,2.6831197549158587
TCGA-HT-A61C-01,-0.8010232894426195
TCGA-58-8386-01,6.047273974251627
TCGA-A2-A0CK-01,-3.3628481946513484
TCGA-AZ-5403-01,-0.0768290797427157
TCGA-CN-A6V1-01,3.360155250471031
TCGA-V4-A9E9-01,-3.4561709218932606
TCGA-BJ-A28X-01,-3.3869082808926256
TCGA-AC-A8OR-01,-3.2767451199226127
TCGA-G3-AAV5-01,-1.3293139826832756
TCGA-CM-5861-01,19.79825359489814
TCGA-A2-A0YH-01,-0.5584811246703014
TCGA-78-8648-01,-2.248609691629516
TCGA-DD-A11B-01,-2.917308245228475
TCGA-WC-A888-01,-3.2835480052665043
TCGA-DX-A48N-01,-2.464534062745889
TCGA-DE-A4MC-01,-2.850806722115505
TCGA-A2-A4S2-01,-2.4817631919091223
TCGA-2G-AAGW-01,-2.2046988501857245
TCGA-2F-A9KQ-01,-0.931058147260884
TCGA-DK-A1A7-01,0.8789714189894963
TCGA-KS-A41F-01,-2.9303674886580606
TCGA-DD-AAD5-01,-0.6886451831617734
TCGA-AQ-A7U7-01,-2.3780159897503363
TCGA-12-0821-01,-1.4307586510988588
TCGA-TQ-A7RF-01,-2.218503783841049
TCGA-B0-4700-01,-3.019006351689707
TCGA-B0-5092-01,-0.025931167750857156
TCGA-E2-A10A-01,-3.277654588351627
TCGA-XM-A8R8-01,-3.2697293376686374
TCGA-CZ-4859-01,-0.04728272661158167
TCGA-19-2619-01,-2.178333777709542
TCGA-F6-A8O3-01,-2.9459987539945267
TCGA-CN-A49B-01,-0.8049697443828648
TCGA-MH-A854-01,-0.7015735996231702
TCGA-CQ-A4CB-01,-0.724711174309807
TCGA-SR-A6MS-01,-3.4561709218932606
TCGA-C8-A12P-01,0.7864964610587082
TCGA-DD-A73E-01,1.3275339921934806
TCGA-94-8491-01,8.702005571508048
TCGA-VS-A9UB-01,-1.7561342026678115
TCGA-LN-A4A3-01,-1.4592197515086351
TCGA-CH-5763-01,-3.2918834568676525
TCGA-CA-5796-01,-0.0008286303105843068
TCGA-DD-AADJ-01,-1.9872687978187165
TCGA-86-7953-01,-2.8949196271154825
TCGA-GM-A5PX-01,-3.2702938141836833
TCGA-A7-A13F-01,-2.7235272529262886
TCGA-ET-A2MX-01,-3.125709355878755
TCGA-AZ-4323-01,-1.0303641310803417
TCGA-EU-5907-01,-2.3996793659250737
TCGA-2G-AALX-01,-3.4561709218932606
TCGA-QR-A70H-01,-3.064630884743572
TCGA-LT-A8JT-01,-1.8110911507000995
TCGA-DX-A3M1-01,-2.545077939154845
TCGA-5S-A9Q8-01,0.47390068560810744
TCGA-R8-A6ML-01,-3.010946383156243
TCGA-CR-5247-01,-0.9653865547724885
TCGA-60-2697-01,-3.307550763653271
TCGA-HC-7213-01,-2.822802968205469
TCGA-D8-A1X9-01,-1.4776654664670366
TCGA-L5-A891-01,1.1853891854613254
TCGA-DU-A5TT-01,-2.3122615068347234
TCGA-NC-A5HN-01,10.373809947793102
TCGA-AR-A1AN-01,-2.875649853329303
TCGA-AL-3468-01,-2.2418062779476524
TCGA-44-5643-01,2.50530981358495
TCGA-W5-AA2R-01,-3.0881951359831543
TCGA-EM-A3FR-01,-2.527301153948924
TCGA-21-5784-01,6.351803415216734
TCGA-D8-A1Y0-01,-3.0519021138919697
TCGA-BR-8676-01,-0.6482696541435389
TCGA-MX-A5UG-01,-2.322796298293888
TCGA-DD-A4NH-01,-1.1540219066426998
TCGA-QH-A870-01,-2.646638000244508
TCGA-EW-A1PG-01,-3.4561709218932606
TCGA-QS-A5YQ-01,17.111917896542515
TCGA-F9-A7VF-01,-0.8673168912340415
TCGA-HC-7209-01,-1.6465123785241111
TCGA-UT-A88D-01,-2.817465104829994
TCGA-D5-6928-01,21.24404657956299
TCGA-DZ-6132-01,-2.161932156473331
TCGA-P3-A6SX-01,2.861047422816024
TCGA-EM-A3OA-01,-2.9925476099828767
TCGA-FB-A78T-01,-2.4252838544316035
TCGA-GV-A6ZA-01,4.033537169141576
TCGA-DB-A75O-01,-1.305454050393638
TCGA-BQ-7051-01,-1.7505064024222647
TCGA-L5-A8NV-01,-0.5180238304428633
TCGA-CI-6623-01,-0.8582673659934389
TCGA-QR-A6H2-01,-3.2557302502868817
TCGA-OR-A5LE-01,-2.5982153524975504
TCGA-ET-A3BT-01,-3.3869082808926256
TCGA-M7-A71Y-01,-3.1296170697215366
TCGA-4C-A93U-01,-2.1898944557539783
TCGA-CN-A6UY-01,-1.848798210052349
TCGA-HT-8111-01,-1.9889508656645414
TCGA-FD-A5BT-01,0.22290626913779443
TCGA-MQ-A4LM-01,-3.3025758654416393
TCGA-S9-A7QZ-01,-1.3806798673392693
