,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9,Factor10,Factor11,Factor12,Factor13,Factor14,Factor15,Factor16,Factor17,Factor18
KCNJ16,-0.13454123058272927,0.04645657466070063,-6.758732845394663e-05,-0.01693821441612155,0.1507823610683838,-0.13307670989888984,0.1335902720103135,0.13438842565755577,0.025858226844021105,-0.09276878208000877,-0.08999198023750987,-6.90803322755034e-05,-0.008874211589693683,0.050325310200348944,0.0004003488187571785,0.012531318867521951,-0.020321745684087768,-1.7330537613707118e-05
KRT15,0.2534325735401381,-0.14244540573785652,-0.032537283460482576,-7.476087545421946e-06,-0.07527484046596881,0.043720408273985205,0.038803355737785275,0.06242464218992207,0.015959905025402937,0.0012974618146026167,8.00354116821108e-05,0.0002620140616694738,0.003726790757762525,-0.02993172554105402,0.030379478304206283,0.022212869666384888,0.025686008005446757,0.09611085725750886
TFF3,0.15600080448962308,0.08575545208907905,0.18891391557790518,-0.0202680888109556,-0.1344165488622635,0.016117507431365974,0.03137526083013743,-0.03204245989760781,0.03343271315304539,-0.04953715183546203,0.00017157462322163987,0.0023401664050650326,-0.09831888784916361,-0.10742999909482161,0.028407479259671808,0.06861452652216124,0.10611659262433205,0.0002317107999837146
CLDN2,0.04272250470911087,0.2438059945928494,0.018410244825183927,0.09198672140647857,0.08190713682734876,-0.12106057430901859,0.05829393747594327,0.04757378959049518,-5.5289231761566277e-05,-0.052661679748520575,0.02504937716750762,-0.04714823504490581,-0.05191898551660935,-0.040733002372687926,0.0020102241350582477,0.005636745277513865,-0.0011643339719478961,0.01649619347431659
TSPAN8,0.09515786152188616,0.1465420925659637,0.14915881148947835,0.17384605709249126,-0.14159308513435231,5.28559143150494e-05,0.01826342385223901,-0.021498706538346655,-0.12145283140048826,0.011735235222017956,0.028187116265080435,-0.060380279577591685,0.013565332452047558,-0.020420229566778542,-6.180116879035474e-05,0.017829240470694736,0.0006200733439483635,0.01528171699847363
BCAN,-0.2660816215671889,-0.11582302856769033,0.05853038201609576,0.13457374680925177,0.029366274542517282,5.28672669367319e-05,-0.007552022033783405,-0.0001178416531719366,0.026521037058503463,0.03386905956440874,-0.03130112775084043,0.0013899306732204828,0.022032330269650752,0.00032337488669559105,6.25252403396762e-05,0.010184619107089806,1.9246124841472763e-05,-0.018726544082096935
ANXA8,0.20066933744926185,-0.16374960147935402,-0.13264085495753247,0.03988337918336033,-0.024299922229289107,0.05453102618797063,0.0055741153266924475,0.07082639310946787,0.014381555400304995,-0.0008876130147408192,0.0641473518063178,-0.027284813914675743,0.03531945642505098,0.13393750469639035,-1.4549122074545184e-05,-0.0001488377715894772,-0.05300098726282722,0.08156762334808286
PLA2G2A,0.0833320968077157,0.05752043183179126,0.1160202806174118,0.05805614462332154,-0.14257832634002643,0.09222777925160455,-0.02985686902000272,-0.008371962377814736,-0.12590057109433356,-0.08223548764090001,-0.029234340919474064,-0.15062851955244239,0.0290109702898517,0.097068990400486,0.024144874518852135,-0.06895792997771585,0.026639123554797285,-0.00023941021487182084
RAB25,0.28427427925681087,-0.06527316748628514,0.08319703140588042,-0.03356191732047474,-0.10954225893291358,-0.02475989894647873,0.10450284167353752,-0.015263726454991093,0.03562465969528709,-6.582987408263693e-05,-0.054264883995061276,0.07855805630545538,0.0331431838416841,-0.025326183074264916,0.00022831994916362348,2.6725555036329034e-05,0.00020509342750522222,1.1970490006415498e-05
CLDN3,0.14916224745815113,0.17874916668159987,0.15038088335625574,-0.07923349219515805,-0.07879794593582819,-0.026673266378404028,0.10012470765878785,0.08061922018306705,0.023469844852969057,-0.03232357048046607,-0.05404116203005166,0.07809554298697026,0.05171301886484454,-0.0835952284172754,-0.02963857480589554,-0.019583696292184368,0.03583097058097554,-0.04213766626973976
